UserName,Review Text,Rating
Zahrotul Marzazila,"saya mengalami bug, saya tidak bisa mengikuti balik followers saya, saya minta bantuannya dihp saya terdapat tulisan seperti ini Akun dibatasi beberapa sering melakukan hal tertentu seperti mengikuti untuk melindungi komunitas instagram",1
Meli Amanda,"Kenapa ya pas buka kamera gelap aja tapi pas di pencet tombolnya muncul gambar, sedangkan kita kalo mau foto jadi ga keliatan kamera belakang apa depannya karna gelap",2
Silvia Nurazmi Zahra,"Aku kasih bintang 5, tapi please jgn hilangkan arsip IG .🥲🥲 please please please jangan dong. Cuma di arsip aja aku bisa liat kenang kenangan yg lama setelah hp ku ke riset. Nnti ku ubah bintang lagi kalo sampe di hilangkan arsip😭😭",5
Scout T,"(izinkan menambahkan media) tolong di perbaiki lagi, masa udah di nonaktifkan fiturnya ga ilang ilang woy, balikin ga seperti semula 👊👊👊👊👊👊",1
Intan Stella Nadeak,"Instagram banyak bug, lihat mention ig gabisa, sg diikuti kadang hilang/postingan tidam tersedia. Tolong diperbaiki",1
DINDA RAFIKA SUKMA TANJUNG,"Aku kasih bintang 5., TAPI PLEASE JANGAN ILANGIN FITUR ARSIP , sejauh ini fitur itu yg berguna bgt buat ngeliat kenangan., gapapa deh fitur yg lain di ILANGIN , asal jangan arsip ., sumpah gapapa bgt ., tapi jangan ARSIP😭",5
Asri Ut,habis keupdate tiba tiba fitur musik distory sm dicatatan hilang trus juga sering gabisa up story.. ini knp yaa tolong yaa benerin lgi ini instagram,1
Dzaky Muhammad,"Mengapa hal yang tidak saya sukai semakin banyak Muncul tiba-tiba dan pencarian, saya seorang Boxer dan suka olahraga di gym tapi apa yang ada di Instagram saya sekarang berubah drastis bahkan tanpa ada perubahan yang saya lakukan",1
위도황,"Apalah.. padahal udah diperbaharui melulu tp kok suruh memperbarui lagi? Trs klo mau upload story pasti ada tulisan ""kesalahan"" tolong dong ditingkatkan lagi",1
Claire Xlynn,"hadeh ni apk makin gajelas, fitur fitur nya suka muncul sama hilang sendiri secara tiba tiba, makin banyak bug",1
Gina Aufa,ig nya kenapa ya? kalo liat status ig nya gabisa di liat pasti ada tulisan cerita tidak tersedia atau malah diliattin yang sudah saya liat kek muter muter disitu aja jadi gj maaf bngt😭😭,2
justmyrandom,"Mohon maaf, saya capek sama instagram, aplikasi saya sering ada masalah dan tidak kunjung membaik, dan ada beberapa komplain dari kerabat juga kalau instagram tidak berkembang karena sering ngebug di akunnya",1
M. ANNUR FUAD FADHOLI,"Sebenarnya fitur-fitur yang di rilis Instagram baru-baru ini bagus tapi ada bagian fitur add notes untuk menanggapi postingan orang lain yang tidak ada serta tidak tertata untuk jumlah like,comment,dan shere padahal sudah sy update.",3
A Roni 03,"tolong developer cara ngatasin gak bisa lobe gimana yah,tolong di bantu,susah banget kalo mau live tapi ada tulisan tidak memenuhi syarat,tolong developer bantuan nya",5
Addini Nur fadilah,"Instagram lu mending balikin fitur lagu yg ada di profile deh,benci banget gw kalo udah bela belain update eh malah tambah ngajelas aja fiturnya,ada yg hilang kek,keganti lah dll,kembaliin kayak dulu lagi deh benci bgt gw,perbaiki eror mu dong,mls gw,eror mulu anj",1
Timotius Imanuel,"Kenapa akun saya ditangguhkan dan pas saya mengajukan banding tidak bisa/ stuck di bagian pengiriman kode lewat nomor hp, dan saya sampai saat ini masih tidak tau kenapa kok akun ig saya di tangguhkan, padahal saya tidak memakai nya untuk yang aneh-aneh seperti penipuan, pengexploitasi an, bahkan tindakan yang berbau sexual pun tidak pernah saya lakukan!!!, mohon untuk cs ataupun dev bisa segera membantu saya, memberi tahu cara nya yang benar seperti apa🙏. Trimakasih 🙏",2
Aldo Morrisey,"Udah seminggu ini di hp samsung saya kalau pake Filter Layarnya Kedip2, kalau bkin Video Hasilnya Kedip2 juga, tolong dong perbaikin..",2
YAN STORY,"Ini apaansi diupdate udh dah sllu di-update tpi knpaaa ig ny eror gini,mau mengikuti orang malah gabisa""tlonglah kesal jadinya kayak gak merubah apa apa malah jadinyaaa masa di UP eror gini hadehhhh tlongla diperbaikiiii gmna caranya mau ngikutin orang tp malah gabisa ngikutin giniii",2
ruri,"Akun gw ada beberapa tp tiap akun tuh ada yg telat update nya gitu lah, di satu akun ada fitur baru tp di akun lain gaada, itu kenapa sih benerin TOLONG.",3
Aviola Tryani putri,"setelah diupdate fiturnya malah makin ga jelas, kalo ada yang nge tag di snapgram malah ke hapus sendiri kecewa banget, tolong perbaiki secepatnya",1
Syifa denito,"Kenapa setiap saya nonton reels atau story itu selalu slowmo ga sinkron sama suara? Apa yg harus saya lakukan untuk mengatasi permasalahan pada instagram saya, tolong kasih saya solusi",2
Hardiyarti Farah Sadewi,"tolong pihak instagram membetulkan aplikasi instagram, saya sudah berkali kali menghapus kemudian menginstal lagi instagram karena ada masalah saat saya ingin login kembali ke akun saya karena tidak sengaja keluar. saya lupa kata sandinya tapi setiap saya menekan tombol lupa kata sandi selalu saja ada masalah dan diminta untuk mencoba lagi, tolong responnya🙏🏻🙏🏻",1
Dita Qurotul,Kenapa di saat saya mau nge like postingan orang gabisa padahal sudah saya update tolong di perbaiki pihak ig tanggung jawab di update malah makin down kualitas nya bukan nya bagus malah makin buruk padahal sebelum nya gk gini pliss tolong perbaiki lagi ig sayaa admin ig mohon pertanggungjawaban nya jangan diam sajaaa,1
Jahra Baduy,Aku sangat puas mengguankan instagarm tetapi belakangan ini promosi jual saya kaya kuarang di rekomendasikan tolong bantu rekomedasikan ke publik biar banyak tayang dan menjangkau iklan saya,4
Fibri Fibri,"Halo kak kok aku ajukan banding kenapaya pada saat aku rekam muka,kok bermasalah padahal jaringan udah baik dan udah ikuti instruksinya sedih deh Instagram skrng jadi aneh udah 1 Minggu kak GK main ig😭",2
Fira Nabila,"kenapa tidak bisa dibuka? setiap mau login ig tiba tiba keluar. ""Instagram telah berhenti"" selalu ada text kaya gitu setiap buka ig. tiba tiba keluar sendiri. itu kenapa?",3
Juliani waruwu,Instagram ini kalau mau nyimpan vidio ada lagu nya tapi ketika sudah di album malah lagu nggak ada gimana dong tolong,1
Saskia Rahma,"saya sangat suka intagram, saya bisa membuat 1 akun lebih. setiap akun berbeda beda kepribadian. dan diantara banyaknya akun saya, saya punya akun yang di dalamnya saya sangat mengabadikan moment. saya sangat suka mengabadikan momen dan memposting foto yg saya punya tanpa ragu",5
Zihan Syahira,"ini kenapa nge bug mulu dah, kok makin di update makin nge bug? apk ig sy jdi gak ad fitur sorotan nya, itu kenapa yaa?!!! tolongg perbaiki dong minnn!!!!",1
Muhamadisan wiran,"tolong dong, ko ini bug terus sih. gak bisa kirim dm malah ber icon ""mengirim"" load mulu saat mau bales dm. tolong perbaiki keluhan nya",4
Yayuk NH,"Kenapa sya tidak bisa menambahkan musik y, k postingan sya. Dlu bs , knp skrg tdk. Apakah Ig skrg sdh tdk bs menambahkan musik lg kah pada postingannya?",3
Rahma Amaliaputri,mohon jangan hapus arsip Instagram karna itu alasan saya dan mungkin banyak orang juga untuk menggunakan Instagram dan menyimpan memory kehidupan di sana akan tetap bintang 5 jika terhapus saya akan memberikan ulasan buruk❗❗❗❗,5
Suneo Kexcrot,"setiap saya memposting sebuah foto hasilnya selalu buram,pecah pecah,dan lain nya begitu juga ketika membagikan foto ke sebuah cerita hasilnya selalu tidak sesuai dengan yang di harapkan padahal,saya sudah mengatur untuk tidak menghemat data,dan upload foto dengan kualitas tinggi",1
Narita Meisya,"Enak di pakai, aplikasi nya juga menarik, dan bisa di pakai kapan saja, contohnya buat saya up video / foto, dan saya bisa foto menggunakan filter² di ig, i love ig 🫶🏻",5
Moc Miftach Farid,"Saya memberikan 5 bintang, tetapi saya mohon jangan hilangkan fitur arsip. Sebab fitur tersebut sangat berguna untuk saya dan mungkin untuk seluruh pengguna instagram.",5
Faeyza Hidayat,Salah satu media sosial yang sangat bagus.Fitur-fitur yang disediakan oleh Instagram sangat simple dan mudah dimengerti serta dapat menjangkau orang lebih banyak,5
Surya Pratiwi,Aplikasi nya bagus banget tapi kenapa yaa setiap ada yang buat story baru tu selalu gak bisa di liat yaa (cerita ini tidak tersedia) tolong di bantu dongg,5
Choirotun vira Agustina,"bagus sih tp saya pengen font nya kayak dulu, kadang sering bug lihat stori orang, semoga bisa diperbaiki lagi terimakasii 😍❤️‍🩹",5
windri lestari,"Hai Instagram. Akun instagram milik saya sudah kembali normal, semua fitur bisa dinikmati seperti semula. Terimakasih atas perbaikannya.",5
Sebastian B,Mau tanya dong ini kenapa di IG saya untuk story tulis textnya dia selalu ada background color dan tidak bisa dihilangkan (samsung s23),3
Bagus Pinuji,Fitur filter yang untuk story gabisa. Pas buka kedip2 hitam terus. Mau buat story ga enak. Solusinya tolong.,3
Nabila Avliyatul Faizah,"Okey si kak cuma kadang agak ngehang entah karna hp saya atau ig nya si, cuma saya kasih apresiasi buat ig karna ada ig aku jadi punya kesibukan dan hiburan, jadi tau banyak hal juga",5
One ST,"Tolong diperbaiki dong bug suara yg dipostingan, Setiap saya melihat postingan ig dengan foto lebih dari 1 (postingan foto slide) suara lagu selalu tidak ada dan simbol speaker yg dipojok kanan bawah pun tidak ada, berbeda dengan postingan 1 foto saja.. Disana suara lagu selalu keluar dan tidak ada kendala.. Segera diperbaiki karena bug nya terlalu meresahkan dan menganggu",2
M.Refin Aditya,"Banyak bug, terutama kalo ganti profil ig sama ganti profil sorotan, ga mungkin bisa kalo ganti PP pake wifi di ig mah pasti bakal stak loading kalo pake data bisa yang ke 2 kalo pake tema gelap, banyak bnget bug, trutama soal warna ga masuk gitu kadang item putih kadang item biru, kadang juga font ga keliatan banyak deh sekarang instagram bug nya, sampah bnget akun rame pengguna... Bug juga banyak minimal utamain clear bug di bandingkan update fitur lah....!!",1
Prima Kurnia,Tingkat keamanan kurang dan mudah sekali teretas / terkena hack. Tolong perbaiki dan tingkatkan keamanan serta tingkat privasi. Perbaiki juga tampilan dark mode pada pusat akun meta (berlaku juga untuk facebook) karena tampilan terlalu berwarna warni dan terkesan kurang bagus.,1
Firdaus Abdllah,"Sekarang bugnya jadi makin banyak dan cukup mengganggu. Seperti lagu yang ditambah ke postingan, tidak ada suaranya dan tidak ada lambang speaker di pojok. Setelah dicek di akun orang lain lagunya masih ada dan masih bisa diputar. Aplikasi sudah diupdate tapi masih belum hilang bugnya. Semoga ada perbaikan (*masih tetap sama, sekarang malah kalo pindah aplikasi jadi kerefresh berandanya. Meresahkan.) (Tambahan lagi, foto yg diambil di kamera ig, ketika disimpan ke draf jadi ngebug)",2
Vivo New,"Saya suka intagram begitu banyak video bermanfaat di dalamnya, namu saya jarang membukanya di karenakan videonya berresolusi sangat tinggi sehingga menghabiskan banyak data saya! Saya mohon untuk pihak insta untuk menyediakan kualitas video nya di insta dan bisa memilih sendiri kualitas video sesuai kesediaan data masing-masing! Terimakasih Intagram🙏👍👍",4
Rahadian Ilham,"Hai developer, saya mengalami masalah dalam editing dan upload reels dengan video 1080p/100fps 16:9, ketika melakukan edit reels di Instagram terlalu lama, hasil edit tidak bisa di upload, alhasil harus di save dulu tanpa suara kemudian baru bisa di upload, yang mengakibatkan kualitas video kurang bagus, semoga bisa lekas diperbaiki untuk masalah editing dan upload reelsnya, terimakasih",4
Chicha Vitha,"Sudah beberapa hari lagu yg ada dipostingan hilang suaranya,padahal masih ada keterangan lagunya.Udah beberapa kali diuninstal coba instal lagi,malah susah masuk ke ig..Katanya ig ada memiliki bug..Aneh..sebenarnya kenapa yaa??Tolong diperbaiki dong.",2
Ahmad Rizal,"Setelah update jadi makin ngaco. Sekarang setiap ada video kita tap (normalnya untuk mengaktifkan suara) sekarang malah jadi reel. Padahal video tsb bukan reel. Semakin mirip aplikasi tiktod. Tolong kembalikan fungsi lama seperti semula. Setelah update tampilan berubah lagi, belajar uinya lagi. Bukannya mempermudah user malah makin bikin bingung.",1
Cantika Fadiya Adillah,"Kenapa ya akun Instagram saya ketiga²nya jika menonton video reels suka delay videonya dari suaranya, ga sesuai dengan suaranya gitu lho. Saya sudah uninstall aplikasi sudah hapus data masih aja video reelsnya delay, bikin nonton jadi ga nyaman, padahal buka tiktok videonya ga delay. Saya ga tau ini cuma hp saya doang atau ga, tapi jujur ini ga nyaman banget, tolong diperbaiki bugnya!",2
Natasya Tasya,"Apalahh, instagram makin lama makin banyak bug nya, dari filter, bahkan kalo mau post reel atau story juga selalu ada tulisan 'kesalahan', udah berkali kali dicoba masih aja kyk gitu, tolong dong di perbaiki, kesabaran gw yang setipis tisu, berkelahi dengan bug instagram😔👎",1
Vebi,"apk nya makin di update skrg malah tambah bug, tiap kali mau bikin sorotan baru pasti lama banget nunggu nya kadang ngga selesai selesai dan gabisa kembali, jadi terpaksa keluar dari apk dulu. kalau mau ganti profil jg kadang bug kaya gitu, ga sekali dua kali tapi udah beberapa kali kaya gini, kadang di postingan juga musik di fotonya sering hilang sendiri. smg kedepannya bisa di perbaiki biar makin nyaman main ig nya.",3
SAITATI AL ISTIFAIYYAH,"Plis instagram kenapa berubah sih, camera video call udah bagus setengah setengah sama lawan bicara(atas bawah), sekarang malah berubah jadi kaya di whatsapp, layar aku jadi kecil sementara layar camera lawan bicara aku full. Gasuka! Ayolah instagram sesuai sama diri sendiri aja gausah ikut2 whatsapp! Kan kalo atas bawah enak, kelihatan jelas trus bisa sambil share reels(aku jadi gabisa share reels juga) trus bisa main main filter sama lawan bicara, seru. Kok gini sih😞😞",1
Su Wignyo,"Gatau ig skrng banyak bug nya. Mulai dari, postingan ga ada suaranya dan simbol speakernya, emoji yg direkomendasikan di keyboard pas dipencet beda(misal, sy pencet emoji ""😭"" yg direkomendasikan, tpi pas dipencet bukan emoji ""😭"" yg keluar, tpi emoji lain). Ntah bug ini cuman dihp ku aja atau smua hp gini, tpi temen ku juga ngalamin hal itu, udh coba ku uninstall ttp sama aja, gada perubahan. Mohon diperbaiki, ini sangat mengganggu terutama bug tidak ada suara dan simbol speaker",3
Alfionita,"ini udah kejadian dari dulu si, tiap post story foto dikasih musik selalu kepotong musiknya. yang harusnya 15 detik pas sebelum upload eh malah jadinya cuma 3 detik, trus tiap bikin story kadang di arsip malah ga muncul jadi gabisa bikin highlight. sekali dua kali si gapapa, kalo 3 kali 4 sama dengan 12 gimana?",2
Karina Ramadhani,"gimana ya, ig makin kesini makin banyak bug nya, awalnya maklum tapi lama² bikin kesel juga, salah satu yang bikin aku kesel banget akhir² ini pas aku posting video (dikasih musik atau ga) ga pernah bisa kekirim, loading lama banget trs di pojok kiri bawa ada tulisan ""menunggu koneksi"" aku udah coba hapus -> posting lagi berulang dan coba posting beberapa video yang berbeda tapi tetep aja ga bisa, aku capek bangett udah abis kesabaran aku yaa (⁠╥⁠﹏⁠╥⁠), tolong dong perbaikannya plss",1
Cheisya Assifa,"apk bagus tapi kenapa sering keluar sendiri, udah tiga kali harus login lagi ke Instagram padahal ga ada apa-apa masa tiga kali disuruh membersihkan riwayat, riwayat apa yg di bersihkan? kenapa Instagram jadi begini",4
cindy,"over all semua update an nya bagus dari fitur instagram, mulai dari bisa post video/foto lebih 10 dll, tapi kecewa banget kenapa font aslinya dari bawaan hp kita sendiri ilang??? tergantikan yang baru :( please, aku user emoji ios pake zfont... tolong banget balikin font bawaan dari hp :((",3
ramadhika disini,"banyak bugnya sekarang, habis di perbaharui malah kek apk cacat, layar camera tb"" item, tiba"" ngescroll berkali kali, dll",1
Siti Aisyah,"sebenernya udah bagus kok, cm ada beberapa fitur yg seharusnya gausah di ubah, seperti mengubah lagu di postingan, (sekarang gabisa, tp dulu pas awal"" bisa) Terus, mungkin bisa ditambahkan fitur yg bermanfaat, seperti pas lagi post story pakai lagu ga cuma 15s, fitur supaya kita bisa tahu acount yg kita follow sepihak itu yg mana saja. Itu saja, terimakasih ya",5
Aghisti Rizqi,"Sering eror! Kemarin bug tiba-tiba akun ke log out sendiri, sekarang bikin ig story selalu terjadi kesalahan (ga bisa ke post). Mau di update juga udah otomatis ga ada yang perlu diupdate. Mohon di maksimal kan lagi dong fiturnya. Saya mau post igs buat keperluan malah ga bisa ke kirim terus.",3
Nur asikin,"Tolong dong min tambahin fitur pengganti lagu di postingan foto Instagram, supaya memudahkan dalam mengubah jd ga perlu lgi membuat postingan ulangg",2
Raisya Qolby Surya,"habis di update kok reels nya malah ngelag2 ya? kadang ga bisa keputer juga padahal sinyal lancar. Juga dibagian menambahkan lagu di story kadang foto yang diberi lagunya jadi blur, itu sih saran saya diperbaiki bug2 nya, terimakasih 🙏🙏",2
M. Rusydi Ilman Huda,"Sungguh mengecewakan saat fitur flipside telah dihapus, padahal itu fitur yang bagus agar dari setiap pengguna tetap menyematkan identitas khusus dari dirinya untuk orang-orang tertentu, juga agar kita tidak terlalu berlebihan dalam membuat akun clonning. Upload story ig kadang durasinya mesti terpotong dan kualitasnya menurun. Setiap layar ponsel mati mesti otomatis tereload halaman berandanya, terkadang hal itu menjadi kekecewaan dari kita yang belum selesai membaca ataupun menonton postingan.",2
